content,rating
bagus,5
tidak bisa login,2
Alhamdulillah terbantu dengan adanya mobile jkn,5
Apalah scan wajah gagal terus,1
"maaf tidak bisa login akun (padahal NIK & password sudah sesuai) 1. Sudah berulang hapus cache 2. Sudah berulang update aplikasi 3. Sudah berulang ""lupa password"" tapi tidak nerima balasan kode tertentu ke sms, kira2 solusi lain'a apa? thx",3
Aplikasi ini sangat membantu sekali,5
apk bagus banget,5
Aplikasinya Bagus & Membantu,5
cukup memuaskan aplikasi nya mudah di gunakan.. semoga ttp mudah dan sukses selalu,4
ok mantap,5
solusi untuk hp yg aflikasinya tidak mendukung apa? apa harus ganti hp,5
"tolong diperbaiki 1. berbicara dgn call center, lagi berbicara pihak call center bilang tidak ada suaranya, padahal suara call center terdengar jelas 2. terkait rujukan ke faskes selanjutnya, dari pihak rumah sakit yg dituju, ada tambahan persyaratan yg berbeda-beda, mempersulit berobat terimakasih",2
memudahkan penggunaan BPJS kesehatan,5
Good app's,5
"menghemat waktu,dan efisien",5
pelayanan sangat baik dan cepat juga memberikan kemudahan cukup dari rumah sja sudah bisa diproses,5
mudah untuk update skrining,5
lebih mudah dan praktis,5
bagus,5
ok,5
mantap,5
Penggunaan mudah,5
Sangat bagus dan pengunaannya mudah,5
terbaik,5
"mudah, dan kalau mau antrian tinggal online, jadi ga perlu ngantri lagi",5
lmyan membantu,5
nice,5
good,5
sangat mudah,5
sangat membantu,5
terbaik,5
"User friendly, mantal, sanvat membantu.",5
ok,5
"call center nya kurang bisa menangkap apa kendala yg diceritakan oleh pasien, dan kaga nyambung (soalnya kejadian berulang) ditanya apa jawab apa, perlu ditraining lg",1
bagus tapi disayangkan sisa antrian tidak update,3
"sangat membantu ,terimaksih",5
maaf kenapa aplikasinya sejak diperbaharui bulan Oktober ngga bisa dibuka yah langsung out gitu pdhal kuota sama wifi lancar mohon bantuannya🙏,3
"bapak saya gak bisa senyum, pernah struk, harus gitu verifikasi kudu senyum, gimana sih. terus harus gtu beda no HP, bapak udh sepuh, gak ngerti HP, no HP saya udh terdaftar dan gak bisa masukin no hp yg sama. ribet bener",1
"Semoga bisa membantu pengobatan sy dgn adanya kartu mobile JKN ,yg seorang single mom",5
sangat mempmudah Untuk melakukan pemeriksaan kesehatan,5
saat bagus,5
Bagus,5
registrasi susah banget. aplikasi macam apa ini. parah banget,1
sering logout sendiri,3
bagus dan membantu,5
sangat Bagus,5
sangat berguna,5
Bagu sangat membantu proses kepesertaan,5
oke,4
ok sip,5
membantu pasien,5
mudah dan sangat membantu,5
bagua,5
mantip,5
"sudah lumayan bagus, tapi masih bisa lebih dioptimalkan lagi. Jangan berhenti segini, terus kembangkan dan sempurnakan.",5
terimakasih mobile JKN sangat membantu 🙏🏻,5
app mantab,5
"sudah bagus, dan tingkatkan lagi utk lebih bagus",5
lancar dan mudah,5
"aplikasinya mudah di gunakan, fiturnya baik juga, semoga di barengi dengan real pelayan nya di dunia nyata nya😊🤲",5
bagus,4
Bagus dan cepat,5
"aplikasi apaan bikin susah. orang mau berobat dipersulit, login begini verifikasi begitu. perbaiki lah!!",1
memudahkan dalam pengaturan dan perubahan data tanpa antri,4
aplikasi yang bagus untuk memudahkan penyelesaian BPJS,4
karena erro ga jelas apk nya sering muncul permintaan belum di proses yang ini lah yang itu,2
lebih mempercepat,5
Kk mau tanya kok di data jkn kepesertaan sebelum nya ada 2 orang tp pas sy cek lg yg muncul hanya 1 kak kenapa ya kak kira².,5
bagus,5
"aplikasi sangat membantu mempermudah,efisiensi waktu juga ga perlu ngantri dr jauh"" cukup daftar dpt langsung nomer pendaftaran",4
semoga semakin memudahkan teknologi nya,5
saya pun mengalami sama bahkan terkunci smua di buka susah daftr dn masuk pun dah di coba..PD ke kunci smua,3
sangat membantu,5
pelayanan nya semakin hari semakin baik trima kasih buat buat layanan kesehatan terutama di desa kami,5
MANTAPPP,5
sangat membantu,5
sangat membantu sekali,5
"lupa Pasword, pas Mau recreate malah katanya Nomor telpon dan email salah. padahal Ndak pernah Ganti nomor😞😞",1
Saat mau perpanjang rujukan dari klinik di kota Bandung dipindahkan Faskes I ke puskesmas Cibeureum Tasikmalaya saya kira Cibeureum Cimahi setelah cek JKN mobile ternyata Cibeureum Tasikmalaya secara otomatis sehingga petugas klinik tdk bisa membantu.tolong perbaiki Askesnya kasihan kan lansia yg harusnya tiap bulan berobat sdh 3bln tdk berobat,1
pelayanan nya sangat memuaskan,5
sesusah ini mau berobat dinegeri sendiri padahal ini juga kita kita yg bayar bukan pemerintah kecuali pbi.. mau masuk ajah harus pake autodebit.. lu gila apa gimana? mau curi uang rakyat lagi scr diam diam? bahaya bgt ini fitur autodebit,1
layanan terbaik,5
sangat membantu,5
ok,5
bagus,5
oke lah kalo begitu,5
untuk Developernya coba dong untuk pengisian skrining kesehatan di pisahkan aja jangan pas pengambilan antrian kita harus ngisi skrining dulu kelamaan min soalnya ga semua orang punya hp bagus jadi kadang pas mau isi skrining kesehatan ga muncul apa apa di hp saya ditungguin berapa jam juga ga muncul apa apa kalo ibu saya mau berobat gabisa ambil antrian.semoga dapat di mengerti makasih,4
mantap,5
sudah di update tidak bisa login,1
cukup bagus pelayanannya cepat sigap,4
good,5
"gabisa login jinx, update apasih klo msih gabisa login",1
sangat membantu,5
sangat sangat membantu...,5
Aplikasi yg Sangat bermanfaat utk kita lbih mudah Mengakses Pelayanan.,5
"apk sangat membantu, pelayanan faskes dan poli cepat",5
sangat membantu pendapataran dg mudah,5
"Aplikasi sampah....kalau ada bintang 0, saya kasih 0....apalagi CS nya",1
mantap,5
"Sangat membantu dalam proses penangan kasus , maaf umur saya 68 thn tak mungkin saya sebagai karyawan perusahaan maka sebagai masukan ,aplikasi baru ada koreksi untuk hal tsb 🙏🙏🙏 karena pembayaran BPJS di tanggung putri saya",5
sangat membantu,5
"udah bgs bgt apa apa pake jkn jd ga perlu antri manual,TAPI setiap login ga bisa padahal nik dan pswd sudah benar tolong dong ini gimana ,salah mulu padahal udah benerrrrr ,kalo keluar apk dan mau buka apk lg perlu login mulu kesel bgt gue ,dan pas login malah salah mulu bacaannya pdhl udh bnr",3
sangat baik sekali,5
aplikasi yg sangat memudahkan,5
sangat membantu🙏👍,4
ok,3
Mempersingkat waktu pendaftaran ! 👌👍,5
"SALDO JHT PT LAMA SAYA KEMANA ??? KOK ILANG ? KNPA CUMA SALDO JHT PT BARU SAYA YG TERDAFTAR ? SAYA INGAT AWAL JMO SAYA PUNYA 2 SALDO JHT. SEKARANG KNP CUMA SATU ? DAN SAYA BELUM CLAIM SALDO JHT PT LAMA SAYA. DASAR BPJS KORUP !! SARAN GW UTK YG PINDAH PT, MENDING KLAIM DULU PT YG LAMA BARU BUAT BARU. SEBELUM ILANG SALDO JHT PT LAMA KALIAN ! GK DA YG BERES !",1
sangat membantu,5
memudahkan jikala no kartu hilang,5
sangat mudah di gunakan dan sangat membantu sekali,5
JURDIL aja thanks,5
ok cepat,5
mantap 👍🙏,5
Bagus dan membantu sekali,5
bagus dan sangat membantu thanks pemerintah Ri,5
mantap,4
Bagus,5
"mudah digunakan, tidak banyak iklan, respon admin baik",5
pelayanannya memuaskan,5
"login nya kenapa gabisa, gak kyak biasanya",3
mempermudah masyarakat,5
"lama tak terpakai ke logout sendiri, sangat menyusahkan bagi orang yang pelupa. meminta kode Verifikasi pun lama sampai mengulang 10000x.sangat menjengkelkan.!!!!",1
sangat membantu,4
sangat mudah digunakan dimanapun dan kapanpun,5
memudahkan,5
good aplikasi,5
Sangat Baik dalam Pelayanan kesehatan,5
proses cepat dan ringkas,5
ok,5
lgi ngk bisa login,5
sangat terbantu sekali,5
proses nya cepat,5
mantapp,5
baikk,5
"sangat tidak berguna. verifikasi wajah sudah berkali-kali gagal teruss sampe sekarang belum bisa. mau nambah peserta pun tetap ga bisa, harus masukin nomor KK tapi tidak bisa di ketik. bukan nya mempermudah malah makin di persulit",1
sulit cari no antrean untuk paskes lanjutan padahal sudah ada rujukan dan surat kontrol . tidak ada fitur scan atau foto surat kontrol atau rujukan,1
"Sangat buruk, cs juga buruk.. Jaringan buruk",1
nice job,5
saya kasih bintang 2 dulu.. sekarang masuk jkn tiba2 keluar sendiri dari aplikasi jkn nya.. dan pas mau login lg harus dafta auto debit kalo gak daftar gak bisa login.. tp sayangnya pas mau daftar auto debil lewat rekening BCA selalu gak bisa terus.. tolong dong di benerin aplikasinya saya mau daftar auto debit lewat bank BCA gak bisa terus.. saya jd gak bisa login ke aplikasi jkn nya...,2
memudahkan pendaftaran ke rumah sakit,5
bagus lebih cepat kalau cari antri,5
awalnya dianggap login berbeda. Semua sudah normal dengan menghapus semua data aplikasi,3
bermanfaat,5
memudahkan sekali. terus pertahankan.,5
"kenapa sering log out setiap bulan, kenapa gak dibikin sekali masuk udah masuk aja trus jangan di log out otomatis",4
mudah digunakan,5
"sangat susah mau daftar antrian, loading terus, keterangannya offline, padahal sinyal bagus",1
mantaps,5
Aplikasi yang sangat membantu dalam proses pendaftaran baik di faskes pertama maupun ke poli yang ada di rumah sakit untuk jadwal berobat jalan . Terima kasih 🙏,5
Kasih kelad 1 dong,5
"ini mobile jkn kenapa ya, saya ga bisa login, kode verif sms juga sampai jenggot beruban nunggunya juga ga muncul"". mengecewakan.",1
sangatt puas,5
mantap istebest,5
bagus dan memuaskan,5
mantab,4
bagus membantu,5
mantap,5
"makin ke sni makin gk jelas aplikasi dri bulan kmrin smpai skrang gk bsa masuk, Indonesia makin parah, seharus pegawai di pecat sangat persulit masyarakat,",1
ok,4
bagus👍👍,5
ini knp yaa kemaren klo abis dari RS langsung otomatis perpanjang rujukan lah ini udah klinik daftar antrian tingkat lanjut gabisa diklik coba min gmn ini solusinya.. diperbarui bukannya tambah enak ko malah gini sihhh .. bintang 3 dulu yaa min,3
"saya mau kasih ulasan coba perbaiki bug update data nomor hp,saya memasukkan no hp yg udah pernah dipakai peserta notifnya,cuman saya mau input nomor yang lain masih ada bug gak bisa di input nomornya,tolong mobile jkn update lagi lah kalau bisaa kirim pesan verifikasi Lewat wa dan sms jadikan dua opsi,soalnya ini gak fleksibel jadi yg harus nya bisa cpet jadi lamaa.",5
"tolong lah kalau mau berobat dipermudahkan apalgi klo skit kambuh lgsg ditindaklanjuti mentang"" pkk BPJS diperlakukan seenaknya pasien, org kesakitan ke IGD rsu ktnya gk bsa hrs ke faskes 1 dlu, sblmnya org faskes 1 blg klo darurat pergi saja ke RS terdekat, klian para pejabat jan main"" kalau kerja kalian buruk gitu buat pelayanan BPJS gkkjelas,kpuskesmas hasilnya NIHIL di puskes apa jwbnnya? obatnya KOSONG dokter GAK ADA npain kalau begitu 24 jam hasilnya bikin pasien cepat MATI apa di gituin.",1
sangat puas,5
terimakasih sudah sangant membantu,5
Sangat Mudah di Pahami.. kereeeen,5
good,5
ok,4
ok,5
tambah baik dan super cepat pelayanannya,5
sangat membantu,5
"Daftar antrian pakai jkn mobile di klinik TIDAK BERGUNA, urutan antrian tidak sesuai aplikasi!",1
"knp sering kluar sendiri?? hrus daftar"" trusss",3
aplikasi apaaan daftar aja sulit sampe sekarang masih blm bisa daftar kalo berobat wajib jkn hadeehhh gini amat hidup di Indonesia,1
"akhir-akhir ini apk JKN makin tidak berfungsi,khusus saat mengambil antrian online,tolong di perbaiki",1
"mau masuk minta kode otp lewat sms udah lama banget nunggu sms ngga masuk². ternyata karena hpnya ngga ada pulsa, cuma ada kuota data. setelah isi pulsa, sms otpnya bisa masuk.",4
aplikasi paling tidak bermutu yg pernah saya temukan. untuk daftar saja rumit dan butuh waktu yg sangat lama,1
"Aplikasi nya bagus, tapi kadang (bukan kadang lagi. selalu) surat rujukan/surat kontrol yang saya punya pada faskes hilang. jadi kalau saya sudah daftar antrian online, dan sudah dapat antrian nya, pas hari h nya hilang waktu mau kontrol. jadi bingung pas kontrol nya antrian nya gimana, mana gak bisa di ss lagi. tolong lah solusinya gimana, gak bakal ubah rate kalau solusi belum nemu 😔",1
"ibah no HP option nya hanya sms saja dan gak mau2, kenapa gak pake wa saja",4
jangan sampe g bisa di update,5
sesuai harapan,5
untuk berobat pakai BPJS cepat prosesnya,5
aplikasinya oke.. semakin mudah digunakan,5
aplikasi in sangat membantu dlm berobat saat antrian banyak BS online,5
pelayanan bagus dan lancar,4
bagus banget,5
aplikasi macam apa ini Gak bisa masuk selalu salah padahal udah benar niat gak sih bikin aplikasi,1
jangan keluar sendiri akunnya dong,4
vertifikasi nya susah,1
"ga jelas bgt aplikasinya. kadang daftar bisa satu hari sebelumnya. kadang harus hari H pas buka baru bisa daftar aneh. jadi orang mau daftar dibikin ribet. harusnya kita udh tau biasanya hari H atau satu hari sebelumnya. ini kadang satu hari sebelumnya udh bisa daftar, kadang pas hari H berobat baru bisa daftar pas buka faskes. ribet bgt cuma nungguin mau daftar online, giliran mau daftar karna ga nentu udh penuh. tolong diperbaiki lagi. biar orang yg mau berobat bisa prediksi.",1
"Kenapa gak bisa daftar antrean, tulisannya pas buka antrean informasi tidak di temukan. padahal gak di klik apa-apa kenapa sih mau berobat aja di buat ribet banget. tolong di perbaiki segera donk",1
sangat memuaskan,5
"alasan logout apasih?? capek mau log in tapi gak bisa, error nih aplikasi",1
"aplikasi bego,, sandi baru ganti tdk bisa loging",1
cepat mudah,5
pembayaran saya sudah tertulis bukti bahwa sudah lunas tapi kenapa akun saya tidak terdaftar LG,1
Sip bagus,5
"suka kali lah keluar tiba"" kan capek bolak balek login",1
baik,5
sangat membantu,5
sangat membantu,4
sangat membantu,5
ya sedang perbaikan,5
keren pelayanan di kantor bpjs tangsel bsd,4
ok,5
"mau berobat aja dipersusah, verifikasi wajah tidak bisa-bisa. 0/10",1
pelayanan baik dan cepat,5
puas dengan layanan mobile jkn,5
terbaik,5
bagus,5
"buat ngirim OTP aja lama banget ga kekirim² gliran uda dteng, ternyata uda ga bisa diinput krna OTP nya berlimit",1
bgus,5
"pelayanan aduan call Center 165 aplikasi JKN sangat buruk: Sudah berkali2 melakukan pengaduan, selalu diputus dengan alasan sinyal buruk. Semua data sudah diverifikasi baik email, telepon. tapi tidak ad upaya BPJS kesehatan untuk menelpon ulang.",1
Aplikasi menyusahkan Masyarakat. ufh download tp nyusahin. kode otp gada masuk buat susah pokoknya ga guna samsek,1
yg belum bisa login bisa hapus cace dan hapus data.,5
"mohon kedepannya bisa diperbaiki lagi ya terkait jadwal pelayanan, seperti adanya misinformasi pada aplikasi ini. saat itu saya mendapatkan jadwal pelayanan antara pukul 08.00 wib - 11.00 wib kemudian saya datang 30 menit sebelum pelayanan ditutup, namun dari pihak rs nya pendaftaran pelayanan untuk mengambil kartu antrian telah ditutup dan pada aplikasi status saya berubah menjadi ""Antrean anda telah selesai dilayani"" dan saya harus menunggu keesokan harinya",2
sangat membantu sekali untuk informasi kesehatan,5
baik,5
sangat baik.,5
bagus,2
aplikasi mantap,5
Terimakasih,5
good,5
cepat,5
"Mantap, semakin mempermudah",5
luar biasa...,5
sangat sulit log-in,1
ok,5
"sampah ga berguna, katanya lupa pwt srh klik lupa pswt giliran suruh konfirmasi lwt SMS ga dikirim 2 trus kpn iso masuk e",1
"aplikasi taekk.. tiap update atau sebulan sx harus login kembali masukan email pasword lh.. unfaedah.. makin maju teknologi bukan nya buat mudah, malah makin ribet..",1
"kak izin tanya, ini mau login dan lupa katsan kode verifikasi tidak masuk-masuk ke nomor yang sudah di input dengan benar, mohon responya kak karena tidak tahu harus konsul kemna",3
sangat menarik,5
Mudah dan Cepat,5
kasian istri saya dh datang di suruh online data dh jelas selalu salah gagal masuk. kalu mau membunuh orang jangan pake aplikasi kaya gini ribet.,1
gimana cara daftar JKN ini yha,4
mantap,5
aplikasi lancar dan sangat membantu.,5
"Pin itu di bikin sendiri apa dapat dari mobile jkn, saya pengguna baru, mohon bantuannya.",5
saya bingung kenapa sering sekali harus login ulang,3
"saya mohon untuk diperbaiki lagi,saya sering menggunakan aplikasi ini tapi sejak update terbaru LOG OUT sendiri LOG IN lagi tetap gak bisa makin dipersulit,buat laporan pun PERCUMA DAN JAWABANYA SELALU SAMA NUNGGU VIRAL DULU BARU DIBENERIN",1
brobat di pernudah,5
bagus dan sangat membantu,5
bagus memudahkan untuk berobat,5
mantap,5
sangat membantu,5
kurang friendly . karen anak harus punya aplikasi . coba anda bayangkan anak di bawah 5 tahun apakah harus di berikan hp untuk mendaftar dan apakah anak di bawah 1 tahun juga. sehingga sulit untuk melihat history berobat. coba di benerin system agar mudah dan friendly,3
good,5
bagus,5
ok,5
"bagus,dan mudah",5
"bikin ribet,sering eror,susah log in...bikin ribet masyarakat",1
Auto debet aktif sendiri padahal nggak pernah masukkan no rekening untuk fitur itu 🤡,1
"diakses tdk bisa, uninstall pun tdk bisa",1
bagus aplikasinya mudah di gunakan,5
sangat membantu,5
pelayanan kurang optimal,1
mau verifikasi aja susah mau login ulang susah via wa diputer puter via situs ujung ujungnya sistem sedang diperbaiki padahal cuma mau ngrubah data ..tp dipersulit juga,1
"masih sama pernasalahannya, sms otp masuknya telat",5
semoga pelayanannya LBH d mudahkan LG,5
akhirnya bisa login,4
mudah cept membantu,5
"tidak bisa mendaftar kendala no hp tidak sesuai, padahal no hp sy benar",1
mudah di atur,5
"kembalikan chika, saat butuh informasi saya butuh CS bukan robot .",1
mempermudah masyarakat,5
Setelah update baru. Kode Captcha sudah muncul. Giliran pilih lupa password katanya data NIK belum terdaftar. Coba isi form daftar katanya status NIK pada data kependudukan tidak terdaftar hubungi dinas kependudukan. hadeh... Mau bayar koq susah...,1
sangat bermanfaat bagi kita masyarakat untuk berobat ... terimakasih JKN,5
baik tapi perlu di tingkatkan,4
bjs gratis cmak kali pakai,5
Muantap 👍,5
"apalah jelek bngt apknya, mau masuk aja try again² sampe mabok, pdhl ngisi format sesuai",1
sangat membantu,5
sangat membantu,5
bagus cepat dan mudah,5
cukup membantu mudah di akses,4
mantap,5
dgn JKN semua dipermudah,5
cuma biasa mohon maaf.. mohon maaf tapi tidak memperbaiki sistem nya,1
quick respon,5
bagus sangat bermanfaat bagi pengguna pelosok,5
Memudahkan untuk administrasi berobat,5
memudahkan ganti faskes mantap,5
Ga bisa digunakan lagi,1
Sangat membantu,5
kenapa gak bisa dipake ambil antrean ya? kok cuma tersedia di wilayah Bali aja sih,1
praktis,5
baik,5
"setiap pembaharuan suka keluar akun terus, dan susah untuk menanyakan lupa sandi",5
"Untuk memverifikasi tidak bisa,,,",1
bagus,5
berfungsi dan bermanfaat,5
sangat membantu sekali dan mempermudah akses pendaftaran,5
Mantap,5
"aplikasi selalu logout sendiri,untuk masuk kembali juga sangat sulit padahal sebelumnya sudah pernah dipakai hampir 7bln tidak bisa dibuka aplikasinya",1
bagus,5
semisalnya kita udah ambil antrian online apakah bisa ada tambahan biar kita bisa cek lagi soalnya habis itu ga bisa lihat lagi nomor antrian nya kalo ga di screenshot,5
sangat baik unt pengguna bpjs,5
semakin mudah dg aplikasi JKN,5
"saat dafta online ketika pilih nama pemilik kartu blank, IT nya kurang canggih",1
mantap,5
sangat memebantu,5
Alhamdulillah mudah digunakan,5
aneh udah tau yang sakit nya repot mlh daftar nya suruh senyum aplikasi nya ada ada aja verivikasi nya padahal wajah doank juga bisa kan ribet banget,1
"antrian lewat bpjs ternya tidak berguna, sampai tem juga harus antri manual.",1
semoga lebih canggih lagi,5
top,5
sangat membantu,5
aplikasi nya sangat mudah di pahami,5
sangat membantu dan memudahkan,5
aplikasi tolol bengak,1
bagus,5
app jelek loading melulu captcha tidak muncul,1
sangat membantu,5
sangat membantu,5
pelayanan sangat baik⭐⭐⭐⭐⭐⭐⭐⭐⭐,5
"minta update mulu, padahal yg musti di update sistem didalamnya",1
semenjak di perbarui ga bisa login payah 👎,1
"ga jelas banget, log out sendiri. Giliran masuk semua salah, masuk via lupa paswword error. niat simpel, tp tetep nyusahin aplikasi.",1
Sangat membantu dalam proses menjaga kesehatan,5
sangat berguna sekali,5
Sangat membantu.,5
Sangat membantu sekali,5
"sering logout sendiri rep. Iya tinggal login, tapi tiap butuh logout lagi, jadi kudu login lagi. kan repot.",1
nomor NIk sudah terdaftar minta ganti sandi pakai email pakai nomor hp gk bisa,2
mantap tambah cepat pelayanannya,4
bagus,5
mau verifikasi wajah aja dibikin susah banget,1
Pelayanan yang sangat bagus,5
"aplikasi setelah di update malah blank layarnya jadi abu saat mau daftar berobat, sepertinya ada bug",2
sangat membantu,5
good,5
sangat bermanfaat dan membantu.maju dsn berjuang terus untuk rakyat indonesia.,5
bagus,5
lebih mudah,5
loding lambat,4
"bagusss, memudahkan",5
memuaskan pelanggannya,5
"gak jelas mau antri online poli gigi h-1 , udh di tunggu2 giliran mau pas booking jam 1 via aplikasi malah error . buang2 waktu aplikasi kesehatan paling buruk",1
sangat baik,5
jos,5
good,5
sangat baik,5
ok,5
sangat membantu sekali dalam pelayanan kesehatan,5
ok sicoba,5
"sudah canggih,mantap",5
peraturan apa lagi udah bansos w di setop bpjs tidak tangung..w udah susah jangan bikin tambah susah...,5
sangat membantu,5
"ngirim otp lama banget. sini mau ambil antrian aja kudu ngisi nomer telpon segala, setelah diisi perlu verifikasi otp. ehh lelet banget gak ngirim ngirim otpnya",1
"aplikasi mudah digunakan namun harus terus di-update yah, tambah pelayanan nya mantaaplp",5
sangat mudah,4
udah daftar tapi nggak bisa masuk gimana nih? apa mau disalah gunakan nomer NIK nya?,3
sangat membantu,5
Sangat membantu. Terima kasih,5
membantu,5
"kenapa setiap aplikasi pemerintah rued ribet, rebet, dari kata sandi salah aja cuma di kasih 3x kesempatan udahnya nunggu lagi sampe ber menit menit Lolo",1
aplikasi sangat membantu,5
sangat membantu,5
Memudahkan pasien untuk tdk terlalu lama antri.,5
puas,5
"Buset gua mau login gabiss katanya NIK tidak terdaftar giliran mau cek daftar malah no HP telah di gunakan pas LUPA sandi malah NIK tidak terdaftar juga, GIMANA INI KONSEPNYA,HARUS GIMANA??",1
sangat praktis,5
ok,5
sangat cepat dan bagus,5
"knpa ada bug ?? apa masih perbaikan ? bagian nomor hp di perubahan data peserta,",2
aplikasi bagus,5
sangat mudah di gunakan,5
mantap,5
ribet tidak bisa kirim kode OTP,2
mantap,5
cukup memudahkan,5
sangat membantu,4
"sangat mudah di gunakan, dan sangat memudahkan",5
Setelah di gratiskan kok faskes nya jadi pindah ya mau pindah lagi harus nunggu 3 bulan padahal mau dipakai di faskes terdekat,1
untuk perubahan nomor telepon yang tercantum sangat susah.. ber ulang ulang kali tdk ada kiriman otp,4
"verifikasi no.Hp gk masuk² di SMS, di pilihan WA juga engga ada... Tolong perbaiki lah, Mau ambil nomor antrean aja susah bgt perkara ngisi No.Hp ndak bisa²... Broken bet Aplikasinya",1
tolong di perbaiki lagi apk jkn mobile punya saya eror dan tidak bisa daftar online di faskes tingkat lanjut,5
keren,5
mudah di gunakan,5
👍🏻👍🏻👍🏻,5
mantap untuk membantu pelayanan kesehatan masyarakat dan memudahkan akses berobat,5
memudahkan pengguna jika mau ganti paskes kesehatan tidak harus ke kantor BPJS nya lagi,4
Sangat membantu dalam Perubahan data apapun,5
"gimana sih aplikasinya ini menyusahkan sekali sejak diperbarui, padahal awal dulu mudah, sekarang ribet banget. disuruh login masukin NIK dan password tetep aja salah padahal itu Uda bener seperti yg dulu awal bikin, masuk ke lupa kata sandi disuruh masukin no hp tetap aja ga bisa jawabnya nomer sudah terdaftar, masukin email juga tetap salah. mending bikin yang masukin NIK sama nomer kartu BPJS aja napa pake ribet banget",2
"jujur saja apk nya menyusahkan. mana tidak bisa di ss lagi. mau masuk aja susah banget, kode verify nya gak pernah dikirim-kirim.",1
"mantap, memuaskan",5
sangat memmbantu,5
top,5
"Sederhana sajalah buat aplikasi mu jangan berlebihanlah, sebutkan nama untuk bulan yang lagi di bayarkan di setiap struk pembayaran biar jelas dan ingat, jangan ada lagi denda rawat inaplah biar rumah sakit tidak mempersulit pasien, kalau tidak bayar iuran cukup nonaktivkan, jika sudah dibayar langsung aktivkanlah hitungan detik, jangan banyak cengkunek²lah bpjs, programnya jangan persulit kesehatan masyarakat. BERBUAT BAIKLAH SELAGI MASIH ADA KESEMPATAN.",1
bisa berobat kemana saja berada,5
"saya setiap bulan selalu bayar tagihan BPJS tidak pernah telat tidak pernah lupa, tp nggak tau kenapa dibulan Desember kena premi, coba saya cek info pembayaran dibulan November tidak tercatat, terakhir pembayaran bulan 10, pdhl bulan 11 saya sudah bayar, dan bukti pembayaran saya dibulan 11 itu pun masih, harus komplain kemana itu, kenapa saya masih kenapa premi juga, masa harus bayar lagi, double dong",1
sangat membantu sekali,5
"captcha gak keluar""",1
sangat bermanfaat dalam mengambil antrian jadi TDK lama di RS,5
kok GK bisa di buka ya los konek terus padahal wifi normal,5
main naik versi makin menyusahkan...tidak bisa login captcha loading terus,1
Masa saya sudah pake wifi maupun kuota tapi masih kebaca anda offline gimna ini,2
"setelah update aplikasi malah suruh periksa jaringan mulu , padahal dibuat yt dll aman2 aja tapi di aplikasi suruh periksa jaringan mulu",1
"kenapa ya kalau udh tengah malam suka gangguan, loading lama bgt, malah ngga bisa di akses sama sekali. padahal internet lancar.",4
kenapa saya log in tidak bisa kode capcha muter terus,1
aplikasi biasane gunanya buat memudahkan manusia klau ini malah pempersulit🥵🥵,1
bagus,5
lemot,1
aplikasi eror sudah online tapi pas buka jaringa offline,1
"aplikasi ampas, mau ambil antrian malah error",1
apaan mau daftar aja capcha nya loding terus,1
"bagaimana ini ,setelah di-update ke versi terbaru malah tak bisa login.selalu layar keluar tulisan periksa koneksi internet . padahal semua data dan koneksi WiFi full",2
"waktu ada kepentingan malah gabisa di login, padahal signal lancar normal"" aja",2
"sangat mengecewakan, jaringan lancar wifi atau pakai paket data, tetapi tetap susah untuk login, captcha tidak muncul sudah di tunggu lama.., sudah di ubah jaringan, mengecewakan.., udahlah ribet..",1
"apk kocak, mempersulit.. jaringan bagus tapi lag bat buat apa² mending di jaksehat lancar jaya...",1
CAPTCHA MUTER MUTER TERUS GA BISA LOGIN. APLIKASI MACAM APA INI.,1
"Agak bingung kenapa setelah di upgrade bukannya semakin baik malah jd kacau. Sblm upgrade bisa screenshoot utk tiket pemeriksaan skrg sdh tdk bisa, kalau sistem baik2 sj tdk masalah tp skrg saat mau buka sll keluar cek koneksi internet smp bosen buka tutup buka aplikasi, maaf hanya punya 1 provider. Mohon diperbaiki kl bisa balik lagi bisa screenshoot",1
"Mau login udah 3hari kaga bisa2 gara2 capthanya gak keluar2 muter terus. Sedangkan skrg mau daftar faskes 1 harus lewat JKN, nyusahin bgt ini 3hari loh bener2 GAK BISA!!",1
"setiap mau bayar cicilan dan mau lihat nomornya slalu ada aja masalah sama apk nya.knp liat apk? karna kartunya udh hilang. dan setiap mau bayar slalu di update, setelah di update bukannya makin lancar di gunakan mala akun kluar dri apk dan disuruh masukan nik. gimana klo ga bawa KTP coba?. setelah nik di masukkan mala captcha nyaa loadingnya lamaaaaaaaaaaaaa kli ujung""nya ga bisa bayar. di update atau ga di update sama aja gda gunanya.",2
sampah mau masih nunggu gatcha aja loading nya malam sampai subuh,1
error terus gabisa digunain pake wifi atau paket data tetep aja rusakkk,1
"Indonesia, Indonesia hadeh, kapan mau maju kalo aplikasi sepenting ini aja sering eror koneksi, apa gakbisa beli server yang bagusan, sinyal aman kok buka aplikasinya gakbisa",1
terlalu banyak bug.,1
mau log in susah min padahal udah di perbarui data masih banyak..kasih solusi min,5
kode captcha ga keluar2,1
"sangat buruk,susah untuk login, mau ngecek dan daftar akun tidak bisa, buruk banget",1
good,5
"aplikasi pemerintah kaya gini ada aja kendalanya , captca ngga keluar lama",1
gangguan tidak dapat diakses,1
"Buruk, sering gangguan, keterangan tidak ada internet, padahal kuota banyak, buka youtube lancar, browsing dll lancar.",1
